Comuna;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Las Condes;Casa;5;3;1;165;135;11458;330000000;Las Condes, Padre hurtado  norte/las verbenas;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes;Casa;5;3;No;800;340;70828;2040000000;Las Condes, Colon / Hernando de Magallanes;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;Casa;4;4;No;1280;304;31000;892800000;Las Condes, Rotonda las flores/campanario;Francisco Vial Propiedades;Francisco Vial Propiedades
Las Condes;Casa;4;4;No;1111;273;25900;745919712;Las Condes, Las Condesas/Quebrada Honda;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes;Casa;4;4;No;1600;500;31800;915840000;Las Condes, Camino Del Observatorio/Los Pintores;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Las Condes;Casa;6;4;No;870;400;24500;705600000;Las Condes, Camino Mirasol - Camino El Alba/General Blanche - Los Domínicos;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
Las Condes;Casa;6;5;No;1315;410;31489;906883200;Las Condes, Las Añañucas/Quinchamali;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes;Casa;4;5;No;1400;500;29000;835200000;Las Condes, Camino la fuente lado colegio redland school an/la foresta -;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes;Casa;5;4;No;860;320;23500;676800000;Las Condes, La Foresta - Mirasol;Cata Brochet Propiedades;Cata Brochet Propiedades
Las Condes;Casa;3;3;No;1580;140;34720;1000000000;Las Condes, Los pintores / Camino El Olivar;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;Casa;6;6;4;1020;474;35000;1008000000;Las Condes, Atalaya;VERONICA IOB FUENTES;Vende Dueño/a
Las Condes;Casa;6;4;No;820;300;25950;747360000;Las Condes, Excelente ubicación/otoñal oriente;Francisco Vial Propiedades;Francisco Vial Propiedades
Las Condes;Casa;4;4;No;1606;480;41500;1195200000;Las Condes, Impresionante/camino la posada;Francisco Vial Propiedades;Francisco Vial Propiedades
Las Condes;Casa;4;4;No;850;265;28490;820512000;Las Condes, Tirúa/Camarico;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Las Condes;Casa;6;7;5;830;426;36900;1062720000;Las Condes, Colina La Gloria;VERONICA IOB FUENTES;Vende Dueño/a
Las Condes;Casa;5;4;No;845;277;23500;676800000;Las Condes, Las Condesas;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;Casa;4;2;No;98;109;6250;180000000;Las Condes, Casa 2 Pisos en excelente sector residencial;Corretajes Prosal Ltda.;Corretajes Prosal
Las Condes;Casa;2;2;1;56;56;3819;110000000;Las Condes, Las condes;Patricia Navarro;Enfoque Propiedades
Las Condes;Casa;5;5;No;1208;413;30063;865879453;Las Condes, San José de la Sierra/Limavida;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Las Condes;Casa;5;4;No;786;220;18800;541440000;Las Condes, Polobanda/carlos alrvarado;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Las Condes;Casa;3;2;No;140;150;13500;388800000;Las Condes, Pasaje cerrado  a pasos verbo, villa maria/martin zamora/ malaga;Francisco Vial Propiedades;Francisco Vial Propiedades
Las Condes;Casa;5;4;No;1150;300;25000;720000000;Las Condes, Colegio Wenlock - Carlos Peña Otaegui;Cata Brochet Propiedades;Cata Brochet Propiedades
Las Condes;Casa;6;4;No;800;255;18500;532800000;Las Condes, Paul harris-    gran jardin 800 metros/clinica las condes   - charles hamilton;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes;Casa;4;2;No;167;136;9895;285000000;Las Condes, Metro Los Dominicos/Padre Hurtado Sur;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes;Casa;4;4;No;796;260;19000;547200000;Las Condes, Cardenal Newman / Bocaccio;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;Casa;4;3;3;1000;400;21000;604800000;Las Condes, Sector Camino El Alba;Francisco Bello;Vende Dueño/a
Las Condes;Casa;7;5;No;1200;490;27000;777600000;Las Condes, Atalaya7Carlos Peña Otaegui;Vivaqui Propiedades;Vivaqui Propiedades
Las Condes;Casa;7;5;No;1980;590;50000;1440000000;Las Condes, Casa de 2 pisos en Camino La Viña;Armacima LImitada;Armacima Propiedades
Las Condes;Casa;4;3;No;1150;268;24500;705600000;Las Condes, Colegio Redland/Las Tortolas;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;5;3;No;2385;340;39000;1123200000;Lo Barnechea, Jose Alcalde Delano/Santa Blanca;Francisco Vial Propiedades;Francisco Vial Propiedades
Lo Barnechea;Casa;5;4;No;2200;380;22990;662112000;Lo Barnechea, Camino el cajón/camino el alto;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;4;3;No;175;175;22000;633600000;Lo Barnechea, Arrayan, Pastor Fernandez;Piren Propiedades;Piren Propiedades
Lo Barnechea;Casa;4;3;No;3000;280;14600;420480000;Lo Barnechea, Lomas Suaves/Falda Larga;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Lo Barnechea;Casa;4;2;No;8915;215;22000;633600000;Lo Barnechea, Condominio/pastor fernandez;Francisco Vial Propiedades;Francisco Vial Propiedades
Lo Barnechea;Casa;4;3;No;1658;233;23300;671040000;Lo Barnechea, La Gavilla / Camino El Yunque/Huinganal;Propiedades Jose Fco. Montalva y Cía. Ltda.;Propiedades Jose Fco. Montalva y Cía. Ltda.
Lo Barnechea;Casa;3;2;No;5000;227;22999;662371200;Lo Barnechea, Camino Los Refugios/Loma Suave;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;6;4;4;1450;450;30000;864000000;Lo Barnechea, Club de Golf Lomas de La Dehesa;Macarena Jarpa Simpfendorfer;Jarpa Corredores
Lo Barnechea;Casa;5;5;No;1900;804;65000;1872000000;Lo Barnechea, Camino Real / Punta de Aguilas/El Golf de Manquehue /;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea;Casa;4;3;No;253;139;13420;386496000;Lo Barnechea, Las condes/lucas araya;Eduardo Guiloff;Guiloff & Gia. Propiedades
Lo Barnechea;Casa;6;6;No;1780;427;28279;814435200;Lo Barnechea, Refugios del Arrayán/Camino del Estero;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea;Casa;4;6;No;1400;500;30000;864000000;Lo Barnechea, Bernardo Larrain Cotapos/Pedro Lira Urquieta;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Lo Barnechea;Casa;4;3;No;5000;480;22500;648000000;Lo Barnechea, Camino el Refugio/Camino el Arrayan;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea;Casa;4;3;No;5600;300;29799;858211200;Lo Barnechea, Pastor Fernández/El Remanso;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;4;4;No;1600;420;30980;892224000;Lo Barnechea, Cerro La Paloma/Cerro Punta de Damas;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;6;5;No;1400;530;31500;907200000;Lo Barnechea, Sector Los Nogales;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;4;2;No;3600;260;18000;518400000;Lo Barnechea, Camino El Cajón - El Arrayán;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;9;6;No;1700;500;29990;863712000;Lo Barnechea, El Huinganal / Colegio Mayflower;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;4;3;No;100;140;12400;357120000;Lo Barnechea, Sector El Huinganal;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;5;7;No;1600;600;42000;1209600000;Lo Barnechea, Camino Los Trapenses, La Dehesa;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;4;4;No;240;160;15562;448185600;Lo Barnechea, Colegio Huinganal/Camino del Yunque;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea;Casa;4;5;No;1330;370;29500;849600000;Lo Barnechea, Camino Gran Vista/Malalhue;Francisco Vial Propiedades;Francisco Vial Propiedades
Lo Barnechea;Casa;6;5;No;1272;512;38500;1108800000;Lo Barnechea, El Golf de Manquehue;Schumacher Propiedades;Schumacher Propiedades
Lo Barnechea;Casa;6;5;No;2000;620;34990;1007712000;Lo Barnechea, Jose Alcalde Delano/Clínica Alemana;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea;Casa;7;5;No;1407;495;26000;748800000;Lo Barnechea, Los Juglares/Av Panoramica Sur;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;4;3;No;2000;525;37000;1065600000;Lo Barnechea, Avda la dehesa/bernardo larraín cv;Cristian Vial Propiedades;Cristian Vial Propiedades
Lo Barnechea;Casa;5;3;No;0;0;14500;417600000;Lo Barnechea, El Rodeo/ Huinganal;Vivaqui Propiedades;Vivaqui Propiedades
Lo Barnechea;Casa;5;4;No;5100;420;21900;630720000;Lo Barnechea, Condominio  el arrayan oportunidad/valle escondido -oportunidad;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea;Casa;5;4;No;2001;370;26900;774720000;Lo Barnechea, Camino el Huinganal/Camino del Yunque;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;4;3;No;5000;490;26000;748800000;Lo Barnechea, El arrayán;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;3;3;1;3500;400;35000;1008000000;Lo Barnechea, International School;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;7;7;No;3500;700;44890;1292832000;Lo Barnechea, Camino La Villa/Camino Turístico;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;3;3;No;2200;255;15790;454752000;Lo Barnechea, Camino El Cajón/Camino Las Acacias;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;4;4;No;1630;330;32500;936000000;Lo Barnechea, Contralmirante fernadez vial/lo barnechea;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea;Casa;5;3;No;2750;259;18500;532800000;Lo Barnechea, Camino El Cajón - El Arrayán/Pastor Fernandez - Lo Barnechea;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
Lo Barnechea;Casa;5;5;No;0;0;21500;619200000;Lo Barnechea, Colegio Huinganal;Vivaqui Propiedades;Vivaqui Propiedades
Lo Barnechea;Casa;4;3;No;250;150;10200;293760000;Lo Barnechea, Av. Las Condes/Frente a Quinchamali;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea;Casa;5;2;No;1420;600;46000;1324800000;Lo Barnechea, La dehesa;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;4;8;No;1420;600;48990;1410912000;Lo Barnechea, Av. La Dehesa/Club de Golf La Dehesa;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea;Casa;4;3;8;5600;400;28000;806400000;Lo Barnechea, Los refugios 19000 , lo barnechea;Lorenzo jamasmie;Vende Dueño/a
Lo Barnechea;Casa;3;2;4;;1600;21740;626112000;Lo Barnechea, El arrayan;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Lo Barnechea;Casa;5;5;No;1268;522;43000;1238400000;Lo Barnechea, Los Juglares/Panoramica Sur;Pro Partners Propiedades;Pro Partners Propiedades
Lo Barnechea;Casa;9;6;No;1700;590;27990;806112000;Lo Barnechea, El Hiunganal/El Rodeo;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea;Casa;4;3;No;220;150;10500;302400000;Lo Barnechea, Mall sport;Cata Brochet Propiedades;Cata Brochet Propiedades
Lo Barnechea;Casa;5;7;6;1267;400;32900;947520000;Lo Barnechea, Manuel Guzmán Maturana;Juan José Figueroa;Vende Dueño/a
Lo Barnechea;Casa;5;5;No;15000;450;39949;1150531200;Lo Barnechea, Camino Huallalolen/Camino El Cajón;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea;Casa;4;3;No;253;139;13520;389376000;Lo Barnechea, Av. Las condes;Vivaqui Propiedades;Vivaqui Propiedades
Lo Barnechea;Casa;4;3;No;1610;225;23999;691171200;Lo Barnechea, El Arrayán/Camino San Alfonso;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Lo Barnechea;Casa;5;4;No;2514;330;27690;797472000;Lo Barnechea, El Arrayán/Valle del Refugio;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Espejo;Casa;3;2;No;141;127;1736;50000000;Lo Espejo, Casa con 2° Piso en J.M. Caro;Corretajes Prosal Ltda.;Corretajes Prosal
Lo Espejo;Casa;3;2;;119;110;2257;65000000;Lo Espejo, Siete sur;Nancy Moraga;Vende Dueño/a
Lo Espejo;Casa;3;1;2;180;140;2430;70000000;;ariel benjamin maturana navarrete;Propiedades Maturana Chile Spa
Lo Espejo;Casa;3;1;1;130;85;1385;39900000;Lo Espejo, Veintisiete Sur 03658;Ulises David Candia Becerra;Vende Dueño/a
Lo Espejo;Casa;4;1;2;162;100;2604;75000000;Lo Espejo, Eusebio Lillo 03280;Mario Saavedra Caceres;Vende Dueño/a
Lo Espejo;Casa;3;2;2;170;144;3333;96000000;;Juan Abel Calficoy Pinchulef;Vende Dueño/a
Lo Espejo;Casa;5;2;No;80;60;2882;83000000;Lo Espejo, Av. Cerrillos/Pio Xll;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Lo Espejo;Casa;3;1;No;130;120;2309;66500000;Lo Espejo, La Habana, Cardenal Caro;Schumacher Propiedades;Schumacher Propiedades
Lo Prado;Casa;3;1;1;208;118;3993;115000000;Lo Prado, Alcaldía;MARCO ANTONIO MORELLI RODRIGUEZ;Marco Morelli
Lo Prado;Casa;4;1;1;164;99;2708;78000000;Lo Prado, Dr Diego Aracena 5882 (I. Decepción/Dorsal);Marisol Fuentealba C.;Vende Dueño/a
Lo Prado;Casa;4;2;2;194;96;3437;99000000;Lo Prado, Los Pinos 195;gisela cecilia soto novoa;Vende Dueño/a
Lo Prado;Casa;5;2;3;180;160;4337;124900000;Lo Prado, Los sauces;Corredores Asociados;Corredores Asociados
Lo Prado;Casa;3;1;;115;61;1493;43000000;Lo Prado, Salerno;Work Inmobiliario;Vende Dueño/a
Lo Prado;Casa;4;2;No;283;120;2951;85000000;Lo Prado, Casa de 1 Piso cercano a Estaciòn metro Lo Prado;Corretajes Prosal Ltda.;Corretajes Prosal
Lo Prado;Casa;3;1;1;162;90;2951;85000000;Lo Prado, Marga Marga;Angélica Escanilla;Vende Dueño/a
Lo Prado;Casa;3;1;1;162;78;2951;85000000;Lo Prado, Marga Marga 113;Angélica Escanilla;Vende Dueño/a
Lo Prado;Casa;5;2;3;180;160;4337;124900000;Lo Prado, Los Sauces 889;Corredores Asociados;Corredores Asociados
Macul;Casa;4;2;2;178;113;6076;175000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
Macul;Casa;3;2;No;350;190;7638;220000000;Macul, Quilin/los apostoles;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Macul;Casa;4;2;No;178;113;5902;170000000;Macul, Moisés Junis/Manuel Soto;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Macul;Casa;4;2;No;180;135;6423;185000000;Macul, Froilan Roa/Macul;Aleida Lama Propiedades;Aleida Lama Propiedades
Macul;Casa;4;2;No;130;99;3993;115000000;Macul, Pedro Valdivia/Los Espinos;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Macul;Casa;1;1;3;124;50;2048;59000000;Macul, Exequiel Fernandez/ padre luis querbes;Novavista;Vivirpropiedades.cl
Macul;Casa;3;2;No;70;66;3333;96000000;Macul, Brown sur/los olmos;Aleida Lama Propiedades;Aleida Lama Propiedades
Macul;Casa;3;2;7;350;115;6597;190000000;Macul, 2 casas de 3d 2b y 2d 1b – villa macul/el libano/av qulín/av jp alessandri;María Francisca Lilienfeld;Vende Dueño/a
Macul;Casa;4;2;No;390;180;8395;241800000;Macul, Luis Valenzuela/Paipote;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Macul;Casa;3;1;No;200;180;4476;128912256;Macul, Avenida quilin/marathon;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Macul;Casa;4;3;No;150;100;5659;163000000;Macul, Exequiel fernández/los biólogos;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Macul;Casa;3;1;1;192;70;3472;100000000;Macul, monseñor angel jara 3171;Geraldine Ramirez;Vende Dueño/a
Macul;Casa;4;3;1;225;137;5729;165000000;Macul, Villa Universidad Católica;Mónica Alacid Jaramillo;Vende Dueño/a
Macul;Casa;3;2;No;70;66;3333;96000000;Macul, Brown sur/los olmos;Aleida Lama Propiedades;Aleida Lama Propiedades
Macul;Casa;3;1;No;700;304;16750;482437536;Macul, (cas) Castillo Urizar / Rodrigo De Araya;MONTALVA QUINDOS SERVICIOS INMOBILIARIOS;Montalva Quindos
Macul;Casa;3;1;No;208;67;5139;148000000;Macul, José Maza Fernandez/Siria;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Macul;Casa;5;3;No;163;140;4097;117993600;Macul, San Vicente de Paul/El Libano;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Macul;Casa;3;2;1;131;110;4166;120000000;Macul, exequiel fernandez /benito rebolledo;Novavista;Vivirpropiedades.cl
Macul;Casa;4;2;4;328;108;6718;193500000;Macul, Jorge González Bastías;Comprocasa Corredores de Propiedades;Comprocasa Corredores de Propiedades
Macul;Casa;3;2;1;85;66;3125;90000000;Macul, Exequiel Fernandez;Novavista;Vivirpropiedades.cl
Macul;Casa;4;1;4;550;110;8854;255000000;Macul, Nicanor Molinare;Carlos Rivera Andrade;Sucasa Gestión Inmobiliaria
Macul;Casa;4;2;2;171;87;3923;113000000;Macul, Roque Esteban Scarpa Straboni;Novavista;Vivirpropiedades.cl
Macul;Casa;4;2;3;300;100;7638;220000000;Macul, Federico Gana 4000;Julio Hevia;Vende Dueño/a
Macul;Casa;5;2;No;0;500;9374;270000000;Macul, Los platanos/premio nobel;RED Gestión Propiedades;Red Gestión Propiedades
Macul;Casa;7;3;1;175;148;5729;165000000;Macul, Tolhuaca;Novavista;Vivirpropiedades.cl
Macul;Casa;5;2;No;250;140;7638;220000000;Macul, Av. Macul/el libano;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Macul;Casa;4;2;No;171;87;3923;113000000;Macul, Roque Esteban Scapa/americo vespucio;Luz Godoy Propiedades;Luz Godoy Propiedades
Macul;Casa;5;3;3;250;150;6770;195000000;Macul, Alvaro Casanova;Corredor Pro SpA.;Corredorpro Spa
Macul;Casa;4;2;6;600;200;12152;350000000;Macul, Estadio Colo Colo 1891;Mauricio Andres Serendero  Gonzalez;Vende Dueño/a
Macul;Casa;7;3;No;350;207;7300;210240000;Macul, Entre Siria y Escr Juan Marin;Santa Lucia Propiedades;Santa Lucia Propiedades
Macul;Casa;2;1;No;120;85;3229;93000000;Macul, Departamental/Froilán Roa;Aleida Lama Propiedades;Aleida Lama Propiedades
Macul;Casa;4;2;3;280;93;4930;142000000;Macul, Macul;Sofia Barrera;Vende Dueño/a
Macul;Casa;4;2;No;120;98;4280;123264000;Macul, Av. Quilín/Poeta Juan Guzmán Cruchaga;RED Gestión Propiedades;Red Gestión Propiedades
Macul;Casa;4;1;4;540;104;9027;260000000;Macul, Nicanor Molinare;Novavista;Vivirpropiedades.cl
Macul;Casa;5;3;No;420;145;9027;260000000;Macul, Villa santa elena / mauricio rugendas;Cata Brochet Propiedades;Cata Brochet Propiedades
Macul;Casa;4;2;No;171;166;8190;235872000;Macul, El Libano/Purranque;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Macul;Casa;3;2;No;185;90;6076;175000000;Macul, Macul/Víctor Domingo Silva;Aleida Lama Propiedades;Aleida Lama Propiedades
Macul;Casa;4;2;No;360;111;6423;185000000;Macul, Av. Macul/Pedro Prado;Luz Godoy Propiedades;Luz Godoy Propiedades
Macul;Casa;3;1;No;160;70;4791;138000000;Macul, Ramón Cruz/Las Madreselvas;Schumacher Propiedades;Schumacher Propiedades
Macul;Casa;6;2;3;320;151;6840;197000000;Macul, poeta winter/Villa macul;Novavista;Vivirpropiedades.cl
Maipú;Casa;2;1;3;280;45;2257;65000000;Maipú, 280 metros terreno 2 dormitorios 1 baño 3 poniente/grecia maipu;SAULING CHIONG ABE;Vende Dueño/a
Maipú;Casa;3;1;;;60;1979;57000000;Maipú, El Conquistador;Good Propiedades Ltda.;Good Propiedades Ltda.
Maipú;Casa;5;2;3;250;150;4861;140000000;Maipú, Cuatro Alamos;Gestión inmobiliaria;Inmobienes.
Maipú;Casa;3;2;No;185;129;3800;109440000;Maipú, Av Lago Bolsena/Parque Central Oriente;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
Maipú;Casa;3;1;No;0;0;2083;60000000;Maipú, villa hernan diaz arrieta, rene olivares becerra con camino a melipilla;Vip Gestión inmobiliaria;Vip Gestion Inmobiliaria
Maipú;Casa;3;3;3;171;76;3472;100000000;Maipú, Alfredo Silva Carvallo 3000;Las Brisas Gestión Inmobiliaria;Las Brisas Gestion Inmobiliaria Limitada
Maipú;Casa;4;1;;225;113;3790;109152000;Maipú, José Raúl Capablanca;Karen Rivera Puga;Karen Rivera Puga
Maipú;Casa;3;1;2;185;66;2951;85000000;Maipú, Reino Unido;Francisco  Urmeneta de la Barrera;Vende Dueño/a
Maipú;Casa;5;2;4;260;102;3646;105000000;Maipú, Republica 2462;Las Brisas Gestión Inmobiliaria;Las Brisas Gestion Inmobiliaria Limitada
Maipú;Casa;4;3;No;294;140;6900;198720000;Maipú, Jose Luis Infante Larrain/El Alcanzar Ote;RED Gestión Propiedades;Red Gestión Propiedades
Maipú;Casa;3;1;4;432;133;6660;191808000;Maipú, Entre nueva san martin y montecasino;mireya aravena;Vende Dueño/a
Maipú;Casa;5;2;2;200;170;4514;130000000;Maipú, Los Capuchinos 475;gisela cecilia soto novoa;Vende Dueño/a
Maipú;Casa;5;5;2;209;169;4990;143712000;Maipú, Condominio Los Naranjos;MARCO ANTONIO MORELLI RODRIGUEZ;Marco Morelli
Maipú;Casa;4;2;No;200;120;4166;120000000;Maipú, El helecho - ciudad satelite;Vivaqui Propiedades;Vivaqui Propiedades
Maipú;Casa;2;1;3;248;120;4050;116640000;Maipú, cabo de hornos  0876 Silva Carvallo;rodolfo nolasco luna valderrama;Vende Dueño/a
Maipú;Casa;4;3;No;252;139;5729;165000000;Maipú, Casa 2 Pisos en Condominio Patagonia I;Corretajes Prosal Ltda.;Corretajes Prosal
Maipú;Casa;4;3;No;300;119;5555;160000000;Maipú, Ciudad Satélite;Schumacher Propiedades;Schumacher Propiedades
Maipú;Casa;5;1;No;190;183;2569;74000000;Maipú, Casa 2 Pisos cercana a Estación metro Santiago Bueras;Corretajes Prosal Ltda.;Corretajes Prosal
Maipú;Casa;3;2;2;250;120;4166;120000000;Maipú, Sur;Nataly Zuniga;Vende Dueño/a
Maipú;Casa;5;2;No;240;200;4687;135000000;Maipú, Villa el Abrazo de Maipu, Calle Judea / 5 dormitorios/ 2 baños.;Vip Gestión inmobiliaria;Vip Gestion Inmobiliaria
Maipú;Casa;4;2;1;170;180;3819;110000000;;Jorge Rodriguez;Difusion Propiedades
Maipú;Casa;2;2;2;50;101;2257;65000000;Maipú, Calle Esdras;Good Propiedades Ltda.;Good Propiedades Ltda.
Maipú;Casa;4;2;2;350;195;6875;198000000;Maipú, La Capitanía 2536;Natalia Vidal o Felipe Astudillo;Vende Dueño/a
Maipú;Casa;2;2;1;;;3640;104832000;Maipú, Alaska15 56;Alejandra riveros;Vende Dueño/a
Maipú;Casa;3;1;;53;52;1632;47000000;Maipú, Del Cacique;Luis Antonio Martínez Cartes;Vende Dueño/a
Maipú;Casa;3;1;2;230;75;2778;80000000;Maipú, El olimpo;Good Propiedades Ltda.;Good Propiedades Ltda.
Maipú;Casa;3;2;2;240;;3819;110000000;Maipú, De la victoria;Good Propiedades Ltda.;Good Propiedades Ltda.
Maipú;Casa;3;1;1;60;;2986;86000000;Maipú, El helecho sur;Carolina Muñoz Parada;Vende Dueño/a
Maipú;Casa;4;2;1;287;73;5902;170000000;Maipú, San martin/las heras;RED Gestión Propiedades;Red Gestión Propiedades
Maipú;Casa;3;3;No;185;100;4479;129000000;Maipú, Casa en calle Las Naciones;Armacima LImitada;Armacima Propiedades
Maipú;Casa;5;2;No;190;147;3298;95000000;Maipú, Propiedad con 2 Casas cercana a Estación metro Santiago Bueras;Corretajes Prosal Ltda.;Corretajes Prosal
Maipú;Casa;5;4;2;240;127;4861;140000000;Maipú, Camino a Melipilla;MARCO ANTONIO MORELLI RODRIGUEZ;Marco Morelli
Maipú;Casa;2;1;1;60;43;1562;45000000;Maipú, San Benjamin 280;Nicolás Mazuela;Vende Dueño/a
Maipú;Casa;5;2;1;170;134;2778;80000000;Maipú, General Las Heras;Angélica Escanilla;Vende Dueño/a
Maipú;Casa;3;1;;;;3298;94990000;Maipú, Los Ministros 1677;Montt Propiedades ltda;Montt Propiedades ltda
Maipú;Casa;3;2;2;170;103;2951;85000000;Maipú, Calle los Beduinos;Erika Gálvez Espinoza;Vende Dueño/a
Maipú;Casa;5;4;2;240;127;4861;140000000;Maipú, Camino a Melipilla;MARCO ANTONIO MORELLI RODRIGUEZ;Marco Morelli
Maipú;Casa;3;2;2;300;100;3403;98000000;Maipú, Hermanos Carrera;paola roxana molina soto;Vende Dueño/a
